Unnamed: 0,0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0
375,-0.0372549019607843,-0.0345098039215686,-0.0235294117647058,-0.0168627450980392,-0.0105882352941176,-0.0078431372549019,-0.0062745098039215,0.0,0.0
350,-0.0396078431372549,-0.0372549019607843,-0.0270588235294117,-0.0168627450980392,-0.0105882352941176,-0.0078431372549019,-0.0062745098039215,0.0,0.0
325,-0.0466666666666666,-0.0396078431372549,-0.0305882352941176,-0.0168627450980392,-0.0105882352941176,-0.0078431372549019,-0.0062745098039215,0.0,0.0
300,-0.0494117647058823,-0.0466666666666666,-0.0345098039215686,-0.0203921568627451,-0.0105882352941176,-0.0078431372549019,-0.0062745098039215,0.0,0.0
275,-0.0549019607843137,-0.0494117647058823,-0.0372549019607843,-0.0203921568627451,-0.0105882352941176,-0.0062745098039215,-0.0062745098039215,0.0,0.0
250,-0.0643137254901961,-0.0572549019607843,-0.0396078431372549,-0.0203921568627451,-0.0105882352941176,-0.0062745098039215,-0.0062745098039215,0.0,0.0
225,-0.0709803921568627,-0.0650980392156863,-0.0431372549019608,-0.0203921568627451,-0.0105882352941176,-0.0062745098039215,-0.0062745098039215,0.0,0.0
200,-0.0807843137254902,-0.0725490196078431,-0.0466666666666666,-0.0203921568627451,-0.0101960784313725,-0.0062745098039215,-0.0062745098039215,0.0,0.0
175,-0.088235294117647,-0.0772549019607843,-0.0466666666666666,-0.0203921568627451,-0.0078431372549019,-0.0062745098039215,0.0,0.0,0.0
150,-0.0901960784313725,-0.0807843137254902,-0.0494117647058823,-0.0203921568627451,-0.0078431372549019,-0.0062745098039215,0.0,0.0,0.0
125,-0.0929411764705882,-0.0807843137254902,-0.0494117647058823,-0.0168627450980392,-0.0078431372549019,-0.0062745098039215,0.0,0.0,0.0
100,-0.0901960784313725,-0.0772549019607843,-0.0466666666666666,-0.0168627450980392,-0.0078431372549019,-0.0062745098039215,0.0,0.0,0.0
75,-0.0807843137254902,-0.0709803921568627,-0.0396078431372549,-0.0141176470588235,-0.0062745098039215,0.0,0.0,0.0,0.0
50,-0.0650980392156863,-0.0584313725490196,-0.0305882352941176,-0.0105882352941176,-0.0062745098039215,0.0,0.0,0.0,0.0
25,-0.0396078431372549,-0.0372549019607843,-0.0203921568627451,-0.0062745098039215,0.0,0.0,0.0,0.0,0.0
0,-0.0105882352941176,-0.0078431372549019,-0.0062745098039215,0.0,0.0,0.0,0.0,0.0,0.0
-25,0.0341176470588235,0.0301960784313725,0.0172549019607843,0.0,0.0,0.0,0.0,0.0,0.0
-50,0.0592156862745098,0.052156862745098,0.0301960784313725,0.008235294117647,0.0,0.0,0.0,0.0,0.0
-75,0.0780392156862745,0.0717647058823529,0.0396078431372549,0.0109803921568627,0.0050980392156862,0.0,0.0,0.0,0.0
-100,0.0878431372549019,0.0815686274509804,0.0458823529411764,0.0141176470588235,0.0050980392156862,0.0,0.0,0.0,0.0
-125,0.0956862745098039,0.0878431372549019,0.0498039215686274,0.0172549019607843,0.008235294117647,0.0050980392156862,0.0,0.0,0.0
-150,0.0956862745098039,0.0878431372549019,0.052156862745098,0.0172549019607843,0.008235294117647,0.0050980392156862,0.0,0.0,0.0
-175,0.0956862745098039,0.0847058823529411,0.052156862745098,0.02,0.008235294117647,0.0050980392156862,0.0,0.0,0.0
-200,0.0913725490196078,0.0815686274509804,0.0498039215686274,0.02,0.008235294117647,0.0050980392156862,0.0,0.0,0.0
-225,0.0815686274509804,0.0717647058823529,0.0458823529411764,0.02,0.0109803921568627,0.0050980392156862,0.0050980392156862,0.0,0.0
-250,0.0717647058823529,0.0654901960784313,0.0431372549019607,0.02,0.0109803921568627,0.0050980392156862,0.0050980392156862,0.0,0.0
-275,0.0654901960784313,0.0592156862745098,0.0396078431372549,0.02,0.0109803921568627,0.0050980392156862,0.0050980392156862,0.0,0.0
-300,0.056078431372549,0.052156862745098,0.0368627450980392,0.02,0.0109803921568627,0.008235294117647,0.0050980392156862,0.0,0.0
-325,0.0498039215686274,0.0458823529411764,0.0333333333333333,0.02,0.0109803921568627,0.008235294117647,0.0050980392156862,0.0,0.0
-350,0.0458823529411764,0.0396078431372549,0.0301960784313725,0.0172549019607843,0.0109803921568627,0.008235294117647,0.0050980392156862,0.0,0.0
-375,0.0396078431372549,0.036078431372549,0.0270588235294117,0.0172549019607843,0.0109803921568627,0.008235294117647,0.0050980392156862,0.0,0.0
-400,0.036078431372549,0.0333333333333333,0.0270588235294117,0.0172549019607843,0.0109803921568627,0.008235294117647,0.0050980392156862,0.0,0.0
